,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster
7898,F,Si,90,No,Servicios,+20annos,Alto,2,1934,Generacion Silenciosa,59646,Gerona,"1,033",30,0,542,4,4
7899,F,Si,52,No,Servicios,+20annos,Bajo,1,1972,Generacion X,30974,LLeida,"0,818",30,1,227,0,0
7900,M,No,34,No,Funcionario,10-20annos,Bajo,9,1990,Millennials,23695,Cuenca,"1,031",30,1,324,"0,5",0
7901,F,No,20,No,Funcionario,<10annos,Bajo,6,2004,Generacion Z,15174,Segovia,"2,513",30,0,114,0,0
7902,F,No,36,No,Medico,10-20annos,Bajo,4,1988,Millennials,22337,Valencia,"2,043",30,0,408,3,0
7903,M,Si,42,No,Otros,+20annos,Bajo,2,1982,Millennials,57817,Leon,"1,744",30,1,174,0,4
7904,M,No,30,Si,Funcionario,<10annos,Bajo,5,1994,Millennials,28135,Ceuta,"1,353",30,0,316,"0,5",0
7905,F,Si,47,No,Ingeniero,+20annos,Medio,4,1977,Generacion X,125768,Gerona,"1,111",200,0,339,"0,5",3
7906,M,Si,47,Si,Artista,+20annos,Medio,4,1977,Generacion X,43837,Valencia,"15,215",30,0,336,"0,5",4
7907,F,No,40,Si,Artista,10-20annos,Bajo,3,1984,Millennials,99203,Ceuta,"0,87",30,0,433,3,1
7908,F,Si,87,Si,Servicios,+20annos,Bajo,1,1937,Generacion Silenciosa,114610,Toledo,"1,717",50,1,301,"0,5",3
7909,F,Si,55,Si,Artista,+20annos,Bajo,2,1969,Generacion X,42593,La Rioja,"1,111",50,0,231,0,4
7910,F,No,53,Si,Negocios/empresa,+20annos,Bajo,1,1971,Generacion X,85395,Leon,"1,326",50,0,413,1,1
7911,M,Si,46,Si,Artista,+20annos,Medio,3,1978,Generacion X,91881,Albacete,"0,974",80,1,221,0,1
7912,F,Si,74,No,Servicios,+20annos,Alto,4,1950,Generacion X,32571,Soria,"1,228",30,0,56,0,0
7913,M,Si,62,No,Artista,+20annos,Bajo,2,1962,Generacion X,126006,Sevilla,"0,7",120,1,159,0,3
7914,M,No,30,No,Funcionario,<10annos,Bajo,4,1994,Millennials,25324,Jaen,"2,02",30,0,32,0,0
7915,M,No,33,Si,Artista,10-20annos,Bajo,4,1991,Millennials,27310,Granada,"1,905",30,0,471,3,0
7916,F,Si,52,Si,Otros,+20annos,Medio,3,1972,Generacion X,50333,Almeria,"1,326",30,1,276,0,4
7917,M,Si,51,Si,Medico,+20annos,Medio,2,1973,Generacion X,91678,Sevilla,"0,798",50,0,387,3,1
7918,M,Si,61,Si,Artista,+20annos,Medio,2,1963,Generacion X,88689,Salamanca,"0,818",50,0,518,4,1
7919,F,No,35,Si,Otros,10-20annos,Bajo,5,1989,Millennials,22063,Salamanca,"1,698",30,0,232,0,0
7920,F,Si,98,No,Servicios,+20annos,Alto,2,1926,Generacion Silenciosa,85661,Valencia,"1,228",120,0,77,0,1
7921,M,Si,72,Si,Ejecutivo,+20annos,Bajo,4,1952,Generacion X,44161,Gerona,"1,033",30,0,207,0,4
7922,F,Si,33,No,Otros,10-20annos,Alto,2,1991,Millennials,26503,Leon,"1,491",30,0,168,0,0
7923,M,Si,87,No,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,39264,Zamora,"1,111",30,1,163,0,4
7924,M,No,40,Si,Medico,10-20annos,Bajo,1,1984,Millennials,98282,Cadiz,"1,675",50,0,225,0,1
7925,M,No,40,No,Negocios/empresa,10-20annos,Bajo,4,1984,Millennials,80531,Teruel,"1,652",30,0,305,"0,5",2
7926,F,Si,79,Si,Servicios,+20annos,Alto,1,1945,Generacion Silenciosa,97436,LLeida,"1,248",50,0,556,1,1
7927,F,No,30,No,Funcionario,<10annos,Bajo,5,1994,Millennials,29518,Valencia,"1,675",30,1,353,"0,5",0
7928,M,Si,58,Si,Ejecutivo,+20annos,Alto,4,1966,Generacion X,99655,Zaragoza,"1,189",80,0,51,0,1
7929,F,No,30,Si,Funcionario,<10annos,Bajo,5,1994,Millennials,20139,Ceuta,"1,836",30,0,531,4,0
7930,F,Si,36,Si,Medico,10-20annos,Alto,2,1988,Millennials,19992,Ceuta,"0,847",30,0,90,0,0
7931,M,Si,85,Si,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,28734,Santa Cruz de Tenerife,"0,603",30,0,305,"0,5",0
7932,F,No,34,Si,Funcionario,10-20annos,Bajo,3,1990,Millennials,19283,Caceres,"1,744",30,0,34,0,0
7933,M,No,33,No,Funcionario,10-20annos,Bajo,4,1991,Millennials,19356,Valencia,"1,307",30,0,521,4,0
7934,M,No,25,No,Ingeniero,<10annos,Bajo,4,1999,Generacion Z,18756,La Rioja,"2,754",30,1,331,"0,5",0
7935,F,Si,73,No,Servicios,+20annos,Medio,2,1951,Generacion X,113088,La Rioja,"0,74",120,1,244,0,3
7936,F,No,28,No,Negocios/empresa,<10annos,Bajo,4,1996,Millennials,24732,Huesca,"2,513",30,0,310,"0,5",0
7937,F,No,51,Si,Medico,+20annos,Bajo,1,1973,Generacion X,46445,Valladolid,"1,267",50,0,81,0,4
7938,M,Si,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,33611,Guipuzcoa,"1,072",30,0,335,"0,5",0
7939,M,Si,42,Si,Ejecutivo,+20annos,Alto,6,1982,Millennials,96068,Guipuzcoa,"0,939",30,1,266,0,1
7940,M,No,28,No,Funcionario,<10annos,Bajo,2,1996,Millennials,18372,Las Palmas,"11,325",30,0,435,3,0
7941,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,17464,Valladolid,"1,167",30,1,182,0,0
7942,F,Si,41,Si,Servicios,10-20annos,Alto,2,1983,Millennials,30207,Valencia,"1,744",30,0,526,1,0
7943,F,Si,69,No,Negocios/empresa,+20annos,Medio,3,1955,Generacion X,96178,Zamora,"1,639",30,0,424,3,1
7944,M,Si,75,Si,Artista,+20annos,Alto,2,1949,Generacion X,30301,Orense,"1,385",30,0,461,1,0
7945,F,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,59482,Murcia,"1,192",50,0,369,3,4
7946,M,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,18512,Baleares,"1,859",30,0,76,0,0
7947,M,No,66,No,Otros,+20annos,Bajo,1,1958,Generacion X,103497,Burgos,"0,681",120,0,90,0,1
7948,M,Si,52,Si,Artista,+20annos,Medio,3,1972,Generacion X,46738,Cadiz,"0,818",30,0,230,0,4
7949,M,No,47,No,Ejecutivo,+20annos,Bajo,5,1977,Generacion X,48469,Leon,"1,463",30,1,102,0,4
7950,M,Si,62,No,Artista,+20annos,Medio,2,1962,Generacion X,48051,Barcelona,"1,717",30,0,290,0,4
7951,F,Si,31,Si,Medico,<10annos,Medio,2,1993,Millennials,29834,Murcia,"0,801",30,1,321,"0,5",0
7952,F,No,35,No,Funcionario,10-20annos,Bajo,4,1989,Millennials,26449,Melilla,"0,893",30,1,336,"0,5",0
7953,M,Si,67,No,Ingeniero,+20annos,Bajo,3,1957,Generacion X,122799,Cuenca,"1,072",200,0,423,3,3
7954,M,No,34,No,Artista,10-20annos,Bajo,7,1990,Millennials,21328,Castellon,"1,054",30,0,84,0,0
7955,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,15321,Sevilla,"14,085",30,0,178,0,0
7956,M,No,55,Si,Negocios/empresa,+20annos,Bajo,4,1969,Generacion X,115195,Barcelona,"1,326",80,0,149,0,3
7957,M,Si,73,No,Ejecutivo,+20annos,Alto,2,1951,Generacion X,45684,Orense,"1,463",30,1,120,0,4
7958,M,Si,62,Si,Otros,+20annos,Bajo,2,1962,Generacion X,27258,Jaen,"1,482",30,0,273,0,0
7959,M,Si,58,Si,Otros,+20annos,Medio,2,1966,Generacion X,37026,Soria,"1,482",50,1,259,0,4
7960,M,Si,52,Si,Artista,+20annos,Medio,4,1972,Generacion X,49334,Toledo,"0,564",30,0,161,0,4
7961,F,No,40,Si,Negocios/empresa,10-20annos,Bajo,2,1984,Millennials,95998,Murcia,"0,916",50,0,287,0,1
7962,F,No,36,Si,Funcionario,10-20annos,Bajo,5,1988,Millennials,20705,Palencia,"1,56",30,0,570,1,0
7963,F,Si,56,No,Medico,+20annos,Medio,3,1968,Generacion X,86759,La Coruña,"1,404",30,1,146,0,1
7964,M,No,36,No,Funcionario,10-20annos,Bajo,3,1988,Millennials,29635,Zamora,"1,974",30,0,402,3,0
7965,M,Si,58,Si,Ejecutivo,+20annos,Alto,3,1966,Generacion X,52181,Jaen,"1,209",30,0,531,4,4
7966,M,No,33,Si,Artista,10-20annos,Bajo,3,1991,Millennials,23548,Malaga,"2,066",30,1,176,0,0
7967,F,No,34,Si,Artista,10-20annos,Bajo,2,1990,Millennials,20676,Barcelona,"1,146",30,0,428,3,0
7968,M,Si,45,No,Otros,+20annos,Medio,5,1979,Generacion X,70515,Castellon,"0,87",30,0,83,0,2
7969,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,19430,Vizcaya,"2,064",30,0,599,4,0
7970,M,Si,74,Si,Artista,+20annos,Bajo,1,1950,Generacion X,124246,Tarragona,"1,365",50,0,329,"0,5",3
7971,F,Si,63,Si,Artista,+20annos,Medio,6,1961,Generacion X,120797,Jaen,"1,482",200,1,308,"0,5",3
7972,M,Si,39,Si,Artista,10-20annos,Bajo,2,1985,Millennials,28402,Ceuta,"1,008",30,0,329,"0,5",0
7973,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,23118,Jaen,"2,03",30,0,446,3,0
7974,F,No,30,Si,Negocios/empresa,<10annos,Bajo,1,1994,Millennials,31491,Huelva,"1,859",30,1,369,3,0
7975,M,Si,39,Si,Otros,10-20annos,Alto,2,1985,Millennials,26573,Alicante,"1,813",30,0,358,"0,5",0
7976,F,Si,62,Si,Artista,+20annos,Medio,4,1962,Generacion X,82798,La Coruña,"1,189",80,0,94,0,2
7977,M,No,30,No,Funcionario,<10annos,Bajo,3,1994,Millennials,29061,Valencia,"1,238",30,0,107,0,0
7978,F,No,35,Si,Funcionario,10-20annos,Bajo,3,1989,Millennials,20167,Sevilla,"1,215",30,0,77,0,0
7979,F,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,13576,Leon,"2,444",30,1,324,"0,5",0
7980,M,No,21,No,Funcionario,<10annos,Bajo,6,2003,Generacion Z,12425,Zamora,"2,685",30,1,372,3,0
7981,F,Si,42,Si,Artista,+20annos,Bajo,2,1982,Millennials,68474,Pontevedra,"1,376",50,0,329,"0,5",2
7982,F,Si,36,Si,Artista,10-20annos,Medio,2,1988,Millennials,31228,Vizcaya,"1,537",30,0,266,0,0
7983,M,Si,43,No,Ejecutivo,+20annos,Medio,2,1981,Millennials,53600,Avila,"1,33",30,0,484,3,4
7984,F,Si,67,Si,Artista,+20annos,Medio,5,1957,Generacion X,92250,Cuenca,"0,681",30,0,525,4,1
7985,M,No,33,Si,Artista,10-20annos,Bajo,1,1991,Millennials,26912,Las Palmas,"0,939",30,0,114,0,0
7986,M,Si,54,Si,Artista,+20annos,Bajo,2,1970,Generacion X,39463,Murcia,"1,15",50,1,338,"0,5",4
7988,F,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,14978,Guadalajara,"2,996",30,0,517,4,0
7989,M,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,107083,Cordoba,"0,896",80,0,284,0,1
7990,F,No,47,Si,Otros,+20annos,Bajo,1,1977,Generacion X,30985,La Rioja,"1,443",30,0,530,1,0
7991,F,Si,39,Si,Construccion,10-20annos,Medio,4,1985,Millennials,22690,La Rioja,"1,192",30,0,59,0,0
7992,M,No,35,Si,Funcionario,10-20annos,Bajo,1,1989,Millennials,21331,Pontevedra,"0,824",30,0,246,0,0
7993,F,No,29,No,Funcionario,<10annos,Bajo,8,1995,Millennials,23345,Cuenca,"1,167",30,0,117,0,0
7994,M,Si,72,Si,Ejecutivo,+20annos,Bajo,1,1952,Generacion X,101603,Jaen,"1,737",50,1,132,0,1
7996,F,No,22,No,Medico,<10annos,Bajo,6,2002,Generacion Z,14870,Malaga,"2,478",30,0,33,0,0
7997,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,21922,Badajoz,"2,168",30,0,179,0,0
7998,F,No,90,No,Servicios,+20annos,Bajo,3,1934,Generacion Silenciosa,117500,Malaga,"1,013",30,1,308,"0,5",3
7999,M,No,32,Si,Funcionario,10-20annos,Bajo,2,1992,Millennials,20291,Tarragona,"1,238",30,0,558,4,0
8000,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,21572,Orense,"2,685",30,0,412,3,0
8001,M,No,23,No,Negocios/empresa,<10annos,Bajo,5,2001,Generacion Z,17193,Soria,"2,754",30,0,346,"0,5",0
8002,F,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,58202,Barcelona,"0,686",50,1,397,3,4
8003,F,No,32,No,Construccion,10-20annos,Bajo,4,1992,Millennials,18414,Cuenca,"1,951",30,0,514,4,0
8004,M,No,33,No,Medico,10-20annos,Bajo,3,1991,Millennials,19007,Gerona,"1,376",30,0,158,0,0
8005,M,Si,33,No,Ejecutivo,10-20annos,Alto,4,1991,Millennials,19229,Toledo,"2,02",30,0,399,3,0
8006,F,Si,68,Si,Servicios,+20annos,Medio,2,1956,Generacion X,82011,Alicante,"1,013",50,1,367,3,2
8007,M,No,33,Si,Funcionario,10-20annos,Bajo,1,1991,Millennials,26977,Leon,"1,928",30,0,404,3,0
8008,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,13983,Alicante,"1,443",30,0,459,3,0
8009,M,Si,41,No,Ejecutivo,10-20annos,Alto,6,1983,Millennials,117709,Almeria,"1,353",30,1,321,"0,5",3
8010,F,Si,92,Si,Artista,+20annos,Alto,2,1932,Generacion Silenciosa,97585,Segovia,"1,111",50,1,247,0,1
8012,F,No,28,Si,Funcionario,<10annos,Bajo,2,1996,Millennials,30784,Ciudad Real,"2,306",30,1,355,"0,5",0
8013,M,Si,57,Si,Artista,+20annos,Bajo,3,1967,Generacion X,90287,Sevilla,"1,033",80,0,550,4,1
8014,F,Si,77,Si,Servicios,+20annos,Alto,2,1947,Generacion X,69114,Murcia,"1,346",50,0,560,1,2
8015,M,Si,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,42655,Guipuzcoa,"1,33",50,1,165,0,4
8016,M,No,46,Si,Medico,+20annos,Bajo,1,1978,Generacion X,101118,Huesca,"1,385",50,0,334,"0,5",1
8017,M,No,36,Si,Funcionario,10-20annos,Bajo,1,1988,Millennials,21547,Salamanca,"1,123",30,0,517,4,0
8018,M,Si,96,Si,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,59758,Melilla,"1,619",50,1,233,0,4
8019,F,Si,34,No,Artista,10-20annos,Medio,2,1990,Millennials,21317,Caceres,"1,376",30,0,406,3,0
8020,M,Si,42,No,Negocios/empresa,+20annos,Alto,4,1982,Millennials,112156,Ceuta,"1,951",30,0,459,3,3
8021,M,No,42,Si,Otros,+20annos,Bajo,2,1982,Millennials,43417,Almeria,"1,583",50,0,515,1,4
8022,M,Si,62,Si,Artista,+20annos,Alto,2,1962,Generacion X,74562,Cuenca,"1,717",50,0,531,1,2
8023,F,Si,62,Si,Artista,+20annos,Medio,5,1962,Generacion X,44165,Badajoz,"1,697",30,0,432,3,4
8024,F,Si,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,22547,Palencia,"1,15",30,0,405,3,0
8025,F,No,22,No,Medico,<10annos,Bajo,2,2002,Generacion Z,13625,Castellon,"1,512",30,0,510,4,0
8026,F,No,25,No,Negocios/empresa,<10annos,Bajo,4,1999,Generacion Z,19081,Santa Cruz de Tenerife,"1,788",30,0,168,0,0
8027,M,Si,68,Si,Otros,+20annos,Medio,2,1956,Generacion X,106032,Toledo,"1,443",50,0,493,3,1
8028,M,Si,44,Si,Artista,+20annos,Alto,1,1980,Generacion X,54967,Guipuzcoa,"1,629",50,0,226,0,4
8029,F,No,31,No,Ingeniero,<10annos,Bajo,3,1993,Millennials,21441,Ceuta,"1,307",30,1,222,0,0
8031,F,Si,47,Si,Otros,+20annos,Medio,2,1977,Generacion X,60001,La Coruña,"1,267",50,0,143,0,4
8032,M,Si,32,No,Ejecutivo,10-20annos,Bajo,6,1992,Millennials,24906,Jaen,"1,261",30,1,106,0,0
8033,M,No,42,Si,Funcionario,+20annos,Bajo,2,1982,Millennials,53852,Sevilla,"1,514",50,0,266,0,4
8034,F,Si,89,Si,Servicios,+20annos,Alto,3,1935,Generacion Silenciosa,77049,Toledo,"1,228",80,0,77,0,2
8035,M,No,39,Si,Artista,10-20annos,Bajo,1,1985,Millennials,30156,Barcelona,"1,698",30,0,155,0,0
8036,F,No,34,Si,Funcionario,10-20annos,Bajo,5,1990,Millennials,23038,La Coruña,"1,537",30,1,196,0,0
8037,M,No,31,No,Funcionario,<10annos,Bajo,5,1993,Millennials,21472,Almeria,"1,882",30,1,354,"0,5",0
8038,M,Si,73,No,Servicios,+20annos,Bajo,1,1951,Generacion X,116191,Granada,"1,58",120,1,360,"0,5",3
8039,M,Si,76,No,Ejecutivo,+20annos,Medio,4,1948,Generacion X,61199,Baleares,"1,033",30,0,129,0,2
8040,F,No,28,No,Construccion,<10annos,Bajo,1,1996,Millennials,22626,Badajoz,"1,719",30,0,193,0,0
8041,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,21268,La Coruña,"2,444",30,1,103,0,0
8042,F,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,35492,Lugo,"1,905",50,0,223,0,0
8043,M,Si,43,Si,Artista,+20annos,Medio,2,1981,Millennials,115208,Las Palmas,"2,02",50,0,327,"0,5",3
8045,F,Si,57,No,Medico,+20annos,Medio,2,1967,Generacion X,62346,Huesca,"1,15",30,1,291,0,2
8046,M,Si,65,Si,Otros,+20annos,Medio,2,1959,Generacion X,74338,Madrid,"0,876",50,0,350,"0,5",2
8047,M,Si,55,Si,Medico,+20annos,Medio,2,1969,Generacion X,122969,Guadalajara,"0,622",50,0,424,3,3
8048,F,Si,35,No,Ingeniero,10-20annos,Bajo,4,1989,Millennials,21719,Orense,"1,836",30,1,181,0,0
8049,F,Si,89,No,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,58183,Caceres,"0,818",30,1,384,3,4
8050,M,Si,57,Si,Artista,+20annos,Medio,6,1967,Generacion X,35543,Burgos,"1,697",30,0,30,0,0
8051,M,Si,43,No,Ejecutivo,+20annos,Medio,4,1981,Millennials,26666,Tarragona,"1,422",30,1,338,"0,5",0
8052,F,No,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,118464,Alicante,"1,537",50,0,357,"0,5",3
8053,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,21925,Murcia,"1,995",30,0,229,0,0
8054,M,Si,54,Si,Artista,+20annos,Medio,3,1970,Generacion X,68433,Castellon,"0,74",80,1,182,0,2
8055,M,No,20,No,Funcionario,<10annos,Bajo,2,2004,Generacion Z,16290,Cuenca,"1,65",30,0,45,0,0
8056,M,Si,69,Si,Construccion,+20annos,Medio,3,1955,Generacion X,122245,Zamora,"0,72",80,0,119,0,3
8057,M,Si,94,No,Servicios,+20annos,Bajo,1,1930,Generacion Silenciosa,115616,Las Palmas,"1,482",120,0,233,0,3
8058,F,No,34,Si,Otros,10-20annos,Bajo,3,1990,Millennials,31676,Leon,"2,066",30,0,450,3,0
8059,M,No,43,Si,Funcionario,+20annos,Bajo,2,1981,Millennials,49127,Granada,"0,778",50,0,294,0,4
8060,F,Si,53,Si,Artista,+20annos,Medio,6,1971,Generacion X,117528,Melilla,"1,248",30,1,338,"0,5",3
8061,M,Si,72,No,Artista,+20annos,Medio,2,1952,Generacion X,41801,Vizcaya,"1,697",30,0,376,3,4
8062,M,Si,45,Si,Artista,+20annos,Alto,5,1979,Generacion X,124854,Alava,"0,663",200,1,245,0,3
8063,M,No,24,No,Servicios,<10annos,Bajo,7,2000,Generacion Z,16304,Leon,"2,513",30,0,222,0,0
8064,M,No,39,No,Ejecutivo,10-20annos,Bajo,4,1985,Millennials,31705,Alicante,"1,169",30,0,58,0,0
8065,F,No,36,Si,Funcionario,10-20annos,Bajo,1,1988,Millennials,20348,Jaen,"1,008",30,0,473,3,0
8066,F,No,30,Si,Funcionario,<10annos,Bajo,4,1994,Millennials,20880,Badajoz,"2,043",30,0,487,3,0
8067,M,Si,41,Si,Ejecutivo,10-20annos,Medio,3,1983,Millennials,107491,Caceres,"1,537",30,0,217,0,3
8068,F,Si,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,67666,Avila,"1,146",50,0,476,3,2
8069,M,Si,41,Si,Funcionario,10-20annos,Medio,4,1983,Millennials,118373,Burgos,"1,79",30,0,209,0,3
8070,F,Si,76,No,Servicios,+20annos,Bajo,1,1948,Generacion X,112234,Caceres,"0,896",120,0,181,0,3
8071,M,Si,65,No,Ejecutivo,+20annos,Alto,2,1959,Generacion X,88665,Leon,"1,013",120,0,240,0,1
8072,F,No,21,No,Negocios/empresa,<10annos,Bajo,4,2003,Generacion Z,15216,Barcelona,"2,892",30,0,561,4,0
8073,M,Si,52,Si,Medico,+20annos,Alto,5,1972,Generacion X,76332,Almeria,"0,642",30,1,340,"0,5",2
8074,M,Si,67,Si,Medico,+20annos,Bajo,3,1957,Generacion X,120696,Santa Cruz de Tenerife,"1,424",80,0,104,0,3
8075,F,Si,52,Si,Artista,+20annos,Medio,3,1972,Generacion X,88624,Leon,"0,564",80,1,198,0,1
8076,M,Si,55,Si,Artista,+20annos,Medio,4,1969,Generacion X,23956,Guadalajara,"0,7",30,0,137,0,0
8077,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,23765,Castellon,"0,995",30,1,162,0,0
8078,M,No,24,No,Funcionario,<10annos,Bajo,3,2000,Generacion Z,17743,Ceuta,"1,892",30,0,218,0,0
8079,F,No,24,No,Funcionario,<10annos,Bajo,6,2000,Generacion Z,22850,Burgos,"12,015",30,1,129,0,0
8080,M,Si,55,Si,Artista,+20annos,Medio,5,1969,Generacion X,29455,Malaga,"1,267",30,0,551,4,0
8081,M,No,30,No,Funcionario,<10annos,Bajo,3,1994,Millennials,22249,Guipuzcoa,"1,744",30,0,247,0,0
8082,M,No,20,No,Medico,<10annos,Bajo,3,2004,Generacion Z,22628,Alicante,"2,961",30,1,104,0,0
8083,F,Si,67,Si,Artista,+20annos,Bajo,1,1957,Generacion X,35237,Almeria,"1,033",50,0,200,0,0
8084,F,Si,22,Si,Servicios,<10annos,Medio,3,2002,Generacion Z,16323,Castellon,"1,547",30,0,87,0,0
8085,M,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,56508,Almeria,"1,541",50,0,232,0,4
8086,M,Si,61,Si,Artista,+20annos,Bajo,1,1963,Generacion X,127820,Navarra,"0,661",50,1,169,0,3
8087,F,Si,97,Si,Servicios,+20annos,Medio,4,1927,Generacion Silenciosa,73374,Sevilla,"0,896",80,1,351,"0,5",2
8088,M,Si,69,No,Ejecutivo,+20annos,Alto,3,1955,Generacion X,43677,Soria,"0,642",30,1,360,"0,5",4
8089,M,Si,76,No,Servicios,+20annos,Alto,1,1948,Generacion X,33253,Malaga,"1,326",30,0,395,3,0
8090,M,No,46,Si,Artista,+20annos,Bajo,4,1978,Generacion X,29133,Almeria,"1,072",30,0,465,3,0
8091,M,Si,87,No,Ejecutivo,+20annos,Alto,2,1937,Generacion Silenciosa,70949,Jaen,"1,404",30,1,314,"0,5",2
8092,F,Si,39,Si,Funcionario,10-20annos,Alto,3,1985,Millennials,29612,Caceres,"1,606",30,0,56,0,0
8093,M,Si,30,No,Ejecutivo,<10annos,Alto,4,1994,Millennials,29959,Gerona,"1,468",30,1,130,0,0
8094,M,Si,57,Si,Ingeniero,+20annos,Bajo,2,1967,Generacion X,46878,Baleares,"1,639",50,0,357,"0,5",4
8095,F,No,32,Si,Funcionario,10-20annos,Bajo,4,1992,Millennials,30384,La Coruña,"0,686",30,0,189,0,0
8096,F,Si,87,No,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,112115,Toledo,"1,424",120,0,126,0,3
8097,M,Si,96,Si,Servicios,+20annos,Alto,2,1928,Generacion Silenciosa,42575,Salamanca,"1,717",50,0,73,0,4
8098,M,Si,98,No,Servicios,+20annos,Bajo,2,1926,Generacion Silenciosa,55514,Valencia,"0,603",30,0,76,0,4
8099,M,Si,69,Si,Artista,+20annos,Medio,3,1955,Generacion X,92722,Guadalajara,"1,287",80,0,480,3,1
8100,M,No,34,No,Artista,10-20annos,Bajo,2,1990,Millennials,30907,Alava,"0,709",30,1,206,0,0
8101,M,Si,79,Si,Artista,+20annos,Medio,6,1945,Generacion Silenciosa,118600,Toledo,"0,798",30,0,163,0,3
8102,F,Si,45,Si,Medico,+20annos,Medio,2,1979,Generacion X,86234,Baleares,"0,824",50,1,157,0,1
8103,F,No,67,Si,Artista,+20annos,Bajo,1,1957,Generacion X,82221,Toledo,"0,622",50,0,482,3,2
8104,M,Si,68,Si,Artista,+20annos,Bajo,2,1956,Generacion X,126272,Sevilla,"11,305",50,0,494,1,3
8105,M,Si,62,Si,Artista,+20annos,Medio,2,1962,Generacion X,100970,Avila,"1,209",50,0,168,0,1
8106,M,Si,66,Si,Artista,+20annos,Medio,5,1958,Generacion X,41866,Lugo,"1,443",30,0,378,3,4
8107,M,Si,75,Si,Artista,+20annos,Alto,2,1949,Generacion X,55694,Valladolid,"1,15",50,1,242,0,4
8108,M,No,21,No,Funcionario,<10annos,Bajo,8,2003,Generacion Z,13216,Caceres,"2,823",30,0,583,4,0
8109,M,Si,63,Si,Ejecutivo,+20annos,Alto,3,1961,Generacion X,24723,Guadalajara,"1,346",30,1,265,0,0
8110,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,14767,Guipuzcoa,"1,512",30,0,382,3,0
8111,F,Si,56,Si,Artista,+20annos,Medio,6,1968,Generacion X,104645,Alicante,"0,798",30,1,319,"0,5",1
8112,F,Si,95,No,Artista,+20annos,Alto,2,1929,Generacion Silenciosa,113543,La Rioja,"0,896",120,1,162,0,3
8113,F,Si,81,No,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,76647,Alicante,"1,091",120,0,251,0,2
8114,M,No,25,No,Otros,<10annos,Bajo,2,1999,Generacion Z,24807,Navarra,"0,995",30,0,106,0,0
8115,M,Si,52,Si,Artista,+20annos,Medio,2,1972,Generacion X,87757,Toledo,"1,737",50,0,347,"0,5",1
8116,F,No,21,No,Funcionario,<10annos,Bajo,6,2003,Generacion Z,12199,Las Palmas,"14,085",30,0,91,0,0
8117,M,Si,55,No,Artista,+20annos,Alto,4,1969,Generacion X,47514,Baleares,"1,678",30,0,411,3,4
8118,M,Si,88,Si,Servicios,+20annos,Alto,2,1936,Generacion Silenciosa,102811,La Rioja,"1,306",50,0,279,0,1
8119,M,Si,86,No,Servicios,+20annos,Bajo,1,1938,Generacion Silenciosa,81146,Palencia,"1,013",120,1,127,0,2
8120,F,No,53,Si,Medico,+20annos,Bajo,1,1971,Generacion X,128923,Malaga,"0,622",50,0,117,0,3
8121,M,Si,77,Si,Medico,+20annos,Medio,2,1947,Generacion X,30545,Las Palmas,"0,72",30,1,157,0,0
8122,M,Si,55,Si,Ejecutivo,+20annos,Alto,5,1969,Generacion X,23051,Cadiz,"0,955",30,0,187,0,0
8123,F,Si,91,Si,Servicios,+20annos,Alto,2,1933,Generacion Silenciosa,28883,La Rioja,"1,58",30,1,188,0,0
