ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;camp_anno
CLI7871;M;Si;51;No;Artista;+20años;Bajo;4;1973;Generación X;29737;Madrid;1717;30;0;196;
CLI7872;F;No;30;No;Servicios;<10años;Bajo;3;1994;Millennial;20311;Guipúzcoa;778;30;1;273;
CLI7873;F;Si;81;No;Artista;+20años;Alto;2;1943;Baby Boomer;30138;Álava;1013;30;0;421;3
CLI7874;F;No;31;No;Construcción;<10años;Bajo;1;1993;Millennial;23182;Ciudad Real;663;30;0;541;4
CLI7875;F;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;24716;Álava;1399;30;0;294;
CLI7876;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;18666;Zamora;1859;30;0;61;
CLI7877;F;Si;39;Si;Construcción;10-20años;Medio;2;1985;Millennial;24996;Madrid;1652;30;1;211;
CLI7878;F;No;42;Si;Construcción;+20años;Bajo;4;1982;Millennial;42417;Murcia;663;30;0;600;4
CLI7879;F;Si;53;Si;Artista;+20años;Medio;7;1971;Generación X;25788;Almería;1267;30;1;126;
CLI7880;M;Si;69;No;Ejecutivo;+20años;Alto;3;1955;Baby Boomer;37438;Jaén;1326;30;1;352;0,5
CLI7881;F;No;44;Si;Construcción;+20años;Bajo;1;1980;Generación X;64506;Málaga;1951;50;1;319;0,5
CLI7882;M;Si;84;Si;Servicios;+20años;Alto;2;1940;Baby Boomer;69963;Navarra;83725;50;0;140;
CLI7883;F;Si;55;Si;Artista;+20años;Bajo;2;1969;Generación X;90813;Palencia;1737;50;0;445;1
CLI7884;F;Si;96;Si;Servicios;+20años;Bajo;2;1928;Baby Boomer;99131;Toledo;935;50;0;341;0,5
CLI7885;M;Si;68;No;Ingeniero/Técnicos;+20años;Bajo;5;1956;Generación Silenciosa;110197;León;1072;30;0;495;3
CLI7886;M;Si;42;Si;Otros;+20años;Medio;4;1982;Millennial;63678;Burgos;1537;30;0;407;3
CLI7887;M;Si;58;Si;Ejecutivo;+20años;Bajo;2;1966;Generación X;81175;Toledo;1287;50;0;85;
CLI7888;M;Si;51;Si;Artista;+20años;Medio;4;1973;Generación X;49427;Segovia;1326;30;0;223;
CLI7889;M;Si;57;Si;Artista;+20años;Bajo;4;1967;Generación X;21348;Ávila;1346;30;0;503;1
CLI7890;F;No;35;Si;Médico;10-20años;Bajo;1;1989;Millennial;22773;Santa Cruz de Tenerife;1583;30;1;206;
CLI7891;F;Si;58;Si;Artista;+20años;Medio;2;1966;Generación X;109722;Vizcaya;1170;50;0;107;
CLI7892;F;No;22;No;Otros;<10años;Bajo;5;2002;Millennial;12014;Málaga;2375;30;0;581;4
CLI7893;F;No;56;Si;Médico;+20años;Bajo;3;1968;Generación X;104494;Alicante;6613;80;1;154;
CLI7894;F;Si;62;Si;Artista;+20años;Medio;2;1962;Baby Boomer;68686;Zamora;7004;50;0;554;4
CLI7895;M;No;29;No;Médico;<10años;Bajo;6;1995;Millennial;20512;Palencia;1167;30;1;184;
CLI7896;M;Si;34;Si;Otros;10-20años;Medio;3;1990;Millennial;21739;Guipúzcoa;778;30;1;159;
CLI7897;M;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;3;1993;Millennial;23463;Zamora;1123;30;0;224;
CLI7898;F;No;55;Si;Funcionario;+20años;Bajo;1;1969;Generación X;37891;Santa Cruz de Tenerife;1502;50;1;251;
CLI7899;F;Si;45;No;Médico;+20años;Medio;9;1979;Generación X;126290;Ciudad Real;1537;200;1;315;0,5
CLI7900;F;Si;90;No;Servicios;+20años;Alto;2;1934;Baby Boomer;59646;Gerona;1033;30;0;542;4
CLI7901;F;Si;52;No;Servicios;+20años;Bajo;1;1972;Generación X;30974;Lérida;8177;30;1;227;
CLI7902;M;No;34;No;Funcionario;10-20años;Bajo;9;1990;Millennial;23695;Cuenca;1031;30;1;324;0,5
CLI7903;F;No;20;No;Funcionario;<10años;Bajo;6;2004;Millennial;15174;Segovia;2513;30;0;114;
CLI7904;F;No;36;No;Médico;10-20años;Bajo;4;1988;Millennial;22337;Valencia;2043;30;0;408;3
CLI7905;M;Si;42;No;Otros;+20años;Bajo;2;1982;Millennial;57817;León;1744;30;1;174;
CLI7906;M;No;30;Si;Funcionario;<10años;Bajo;5;1994;Millennial;28135;Ceuta;1353;30;0;316;0,5
CLI7907;F;Si;47;No;Ingeniero/Técnicos;+20años;Medio;4;1977;Generación X;125768;Gerona;1111;200;0;339;0,5
CLI7908;M;Si;47;Si;Artista;+20años;Medio;4;1977;Generación X;43837;Valencia;15215;30;0;336;0,5
CLI7909;F;No;40;Si;Artista;10-20años;Bajo;3;1984;Millennial;99203;Ceuta;87;30;0;433;3
CLI7910;F;Si;87;Si;Servicios;+20años;Bajo;1;1937;Baby Boomer;114610;Toledo;1717;50;1;301;0,5
CLI7911;F;Si;55;Si;Artista;+20años;Bajo;2;1969;Generación X;42593;La Rioja;1111;50;0;231;
CLI7912;F;No;53;Si;Negocios/empresa;+20años;Bajo;1;1971;Generación X;85395;León;1326;50;0;413;1
CLI7913;M;Si;46;Si;Artista;+20años;Medio;3;1978;Generación X;91881;Albacete;974;80;1;221;
CLI7914;F;Si;74;No;Servicios;+20años;Alto;4;1950;Baby Boomer;32571;Soria;1228;30;0;56;
CLI7915;M;Si;62;No;Artista;+20años;Bajo;2;1962;Baby Boomer;126006;Sevilla;7004;120;1;159;
CLI7916;M;No;30;No;Funcionario;<10años;Bajo;4;1994;Millennial;25324;Jaén;202;30;0;32;
CLI7917;M;No;33;Si;Artista;10-20años;Bajo;4;1991;Millennial;27310;Granada;1905;30;0;471;3
CLI7918;F;Si;52;Si;Otros;+20años;Medio;3;1972;Generación X;50333;Almería;1326;30;1;276;
CLI7919;M;Si;51;Si;Médico;+20años;Medio;2;1973;Generación X;91678;Sevilla;79815;50;0;387;3
CLI7920;M;Si;61;Si;Artista;+20años;Medio;2;1963;Baby Boomer;88689;Salamanca;8177;50;0;518;4
CLI7921;F;No;35;Si;Otros;10-20años;Bajo;5;1989;Millennial;22063;Salamanca;1698;30;0;232;
CLI7922;F;Si;98;No;Servicios;+20años;Alto;2;1926;Baby Boomer;85661;Valencia;1228;120;0;77;
CLI7923;M;Si;72;Si;Ejecutivo;+20años;Bajo;4;1952;Generación Silenciosa;44161;Gerona;1033;30;0;207;
CLI7924;F;Si;33;No;Otros;10-20años;Alto;2;1991;Millennial;26503;León;1491;30;0;168;
CLI7925;M;Si;87;No;Servicios;+20años;Alto;2;1937;Baby Boomer;39264;Zamora;1111;30;1;163;
CLI7926;M;No;40;Si;Médico;10-20años;Bajo;1;1984;Millennial;98282;Cádiz;1675;50;0;225;
CLI7927;M;No;40;No;Negocios/empresa;10-20años;Bajo;4;1984;Millennial;80531;Teruel;1652;30;0;305;0,5
CLI7928;F;Si;79;Si;Servicios;+20años;Alto;1;1945;Baby Boomer;97436;Lérida;1248;50;0;556;1
CLI7929;F;No;30;No;Funcionario;<10años;Bajo;5;1994;Millennial;29518;Valencia;1675;30;1;353;0,5
CLI7930;M;Si;58;Si;Ejecutivo;+20años;Alto;4;1966;Generación X;99655;Zaragoza;1189;80;0;51;
CLI7931;F;No;30;Si;Funcionario;<10años;Bajo;5;1994;Millennial;20139;Ceuta;1836;30;0;531;4
CLI7932;F;Si;36;Si;Médico;10-20años;Alto;2;1988;Millennial;19992;Ceuta;847;30;0;90;
CLI7933;M;Si;85;Si;Servicios;+20años;Alto;2;1939;Baby Boomer;28734;Santa Cruz de Tenerife;60265;30;0;305;0,5
CLI7934;F;No;34;Si;Funcionario;10-20años;Bajo;3;1990;Millennial;19283;Cáceres;1744;30;0;34;
CLI7935;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;19356;Valencia;1307;30;0;521;4
CLI7936;M;No;25;No;Ingeniero/Técnicos;<10años;Bajo;4;1999;Millennial;18756;La Rioja;2754;30;1;331;0,5
CLI7937;F;Si;73;No;Servicios;+20años;Medio;2;1951;Baby Boomer;113088;La Rioja;7395;120;1;244;
CLI7938;F;No;28;No;Negocios/empresa;<10años;Bajo;4;1996;Millennial;24732;Huesca;2513;30;0;310;0,5
CLI7939;F;No;51;Si;Médico;+20años;Bajo;1;1973;Generación X;46445;Valladolid;1267;50;0;81;
CLI7940;M;Si;51;Si;Artista;+20años;Bajo;2;1973;Generación X;33611;Guipúzcoa;1072;30;0;335;0,5
CLI7941;M;Si;42;Si;Ejecutivo;+20años;Alto;6;1982;Millennial;96068;Guipúzcoa;939;30;1;266;
CLI7942;M;No;28;No;Funcionario;<10años;Bajo;2;1996;Millennial;18372;Las Palmas;11325;30;0;435;3
CLI7943;M;No;24;No;Funcionario;<10años;Bajo;5;2000;Millennial;17464;Valladolid;1167;30;1;182;
CLI7944;F;Si;41;Si;Servicios;10-20años;Alto;2;1983;Millennial;30207;Valencia;1744;30;0;526;1
CLI7945;F;Si;69;No;Negocios/empresa;+20años;Medio;3;1955;Baby Boomer;96178;Zamora;1639;30;0;424;3
CLI7946;M;Si;75;Si;Artista;+20años;Alto;2;1949;Baby Boomer;30301;Orense;1385;30;0;461;1
CLI7947;F;No;41;Si;Artista;10-20años;Bajo;1;1983;Millennial;59482;Murcia;1192;50;0;369;3
CLI7948;M;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;18512;Baleares;1859;30;0;76;
CLI7949;M;No;66;No;Otros;+20años;Bajo;1;1958;Baby Boomer;103497;Burgos;68085;120;0;90;
CLI7950;M;Si;52;Si;Artista;+20años;Medio;3;1972;Generación X;46738;Cádiz;8177;30;0;230;
CLI7951;M;No;47;No;Ejecutivo;+20años;Bajo;5;1977;Generación X;48469;León;1463;30;1;102;
CLI7952;M;Si;62;No;Artista;+20años;Medio;2;1962;Baby Boomer;48051;Barcelona;1717;30;0;290;
CLI7953;F;Si;31;Si;Médico;<10años;Medio;2;1993;Millennial;29834;Murcia;801;30;1;321;0,5
CLI7954;F;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;26449;Melilla;893;30;1;336;0,5
CLI7955;M;Si;67;No;Ingeniero/Técnicos;+20años;Bajo;3;1957;Baby Boomer;122799;Cuenca;1072;200;0;423;3
CLI7956;M;No;34;No;Artista;10-20años;Bajo;7;1990;Millennial;21328;Castellón;1054;30;0;84;
CLI7957;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;15321;Sevilla;14085;30;0;178;
CLI7958;M;No;55;Si;Negocios/empresa;+20años;Bajo;4;1969;Generación X;115195;Barcelona;1326;80;0;149;
CLI7959;M;Si;73;No;Ejecutivo;+20años;Alto;2;1951;Baby Boomer;45684;Orense;1463;30;1;120;
CLI7960;M;Si;62;Si;Otros;+20años;Bajo;2;1962;Baby Boomer;27258;Jaén;1482;30;0;273;
CLI7961;M;Si;58;Si;Otros;+20años;Medio;2;1966;Generación X;37026;Soria;1482;50;1;259;
CLI7962;M;Si;52;Si;Artista;+20años;Medio;4;1972;Generación X;49334;Toledo;56355;30;0;161;
CLI7963;F;No;40;Si;Negocios/empresa;10-20años;Bajo;2;1984;Millennial;95998;Murcia;916;50;0;287;
CLI7964;F;No;36;Si;Funcionario;10-20años;Bajo;5;1988;Millennial;20705;Palencia;156;30;0;570;1
CLI7965;F;Si;56;No;Médico;+20años;Medio;3;1968;Generación X;86759;La Coruña;1404;30;1;146;
CLI7966;M;No;36;No;Funcionario;10-20años;Bajo;3;1988;Millennial;29635;Zamora;1974;30;0;402;3
CLI7967;M;Si;58;Si;Ejecutivo;+20años;Alto;3;1966;Generación X;52181;Jaén;1209;30;0;531;4
CLI7968;M;No;33;Si;Artista;10-20años;Bajo;3;1991;Millennial;23548;Málaga;2066;30;1;176;
CLI7969;F;No;34;Si;Artista;10-20años;Bajo;2;1990;Millennial;20676;Barcelona;1146;30;0;428;3
CLI7970;M;Si;45;No;Otros;+20años;Medio;5;1979;Generación X;70515;Castellón;87;30;0;83;
CLI7971;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;19430;Vizcaya;2064;30;0;599;4
CLI7972;M;Si;74;Si;Artista;+20años;Bajo;1;1950;Baby Boomer;124246;Tarragona;1365;50;0;329;0,5
CLI7973;F;Si;63;Si;Artista;+20años;Medio;6;1961;Baby Boomer;120797;Jaén;1482;200;1;308;0,5
CLI7974;M;Si;39;Si;Artista;10-20años;Bajo;2;1985;Millennial;28402;Ceuta;1008;30;0;329;0,5
CLI7975;M;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;23118;Jaén;2030;30;0;446;3
CLI7976;F;No;30;Si;Negocios/empresa;<10años;Bajo;1;1994;Millennial;31491;Huelva;1859;30;1;369;3
CLI7977;M;Si;39;Si;Otros;10-20años;Alto;2;1985;Millennial;26573;Alicante;1813;30;0;358;0,5
CLI7978;F;Si;62;Si;Artista;+20años;Medio;4;1962;Baby Boomer;82798;La Coruña;1189;80;0;94;
CLI7979;M;No;30;No;Funcionario;<10años;Bajo;3;1994;Millennial;29061;Valencia;1238;30;0;107;
CLI7980;F;No;35;Si;Funcionario;10-20años;Bajo;3;1989;Millennial;20167;Sevilla;1215;30;0;77;
CLI7981;F;No;22;No;Funcionario;<10años;Bajo;5;2002;Millennial;13576;León;2444;30;1;324;0,5
CLI7982;M;No;21;No;Funcionario;<10años;Bajo;6;2003;Millennial;12425;Zamora;2685;30;1;372;3
CLI7983;F;Si;42;Si;Artista;+20años;Bajo;2;1982;Millennial;68474;Pontevedra;1376;50;0;329;0,5
CLI7984;F;Si;36;Si;Artista;10-20años;Medio;2;1988;Millennial;31228;Vizcaya;1537;30;0;266;
CLI7985;M;Si;43;No;Ejecutivo;+20años;Medio;2;1981;Millennial;53600;Ávila;133;30;0;484;3
CLI7986;F;Si;67;Si;Artista;+20años;Medio;5;1957;Baby Boomer;92250;Cuenca;68085;30;0;525;4
CLI7987;M;No;33;Si;Artista;10-20años;Bajo;1;1991;Millennial;26912;Las Palmas;939;30;0;114;
CLI7988;M;Si;54;Si;Artista;+20años;Bajo;2;1970;Generación X;39463;Murcia;1150;50;1;338;0,5
CLI7989;M;Si;61;;Otros;+20años;Alto;5;1963;Baby Boomer;39533;Málaga;83725;30;0;106;
CLI7990;F;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;14978;Guadalajara;2996;30;0;517;4
CLI7991;M;Si;54;Si;Artista;+20años;Medio;4;1970;Generación X;107083;Córdoba;896;80;0;284;
CLI7992;F;No;47;Si;Otros;+20años;Bajo;1;1977;Generación X;30985;La Rioja;1443;30;0;530;1
CLI7993;F;Si;39;Si;Construcción;10-20años;Medio;4;1985;Millennial;22690;La Rioja;1192;30;0;59;
CLI7994;M;No;35;Si;Funcionario;10-20años;Bajo;1;1989;Millennial;21331;Pontevedra;824;30;0;246;
CLI7995;F;No;29;No;Funcionario;<10años;Bajo;8;1995;Millennial;23345;Cuenca;1167;30;0;117;
CLI7996;M;Si;72;Si;Ejecutivo;+20años;Bajo;1;1952;Baby Boomer;101603;Jaén;1737;50;1;132;
CLI7997;M;No;32;;Otros;10-20años;Bajo;9;1992;Millennial;28697;Madrid;1951;30;1;168;
CLI7998;F;No;22;No;Médico;<10años;Bajo;6;2002;Millennial;14870;Málaga;2478;30;0;33;
CLI7999;F;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;21922;Badajoz;2168;30;0;179;
CLI8000;F;No;90;No;Servicios;+20años;Bajo;3;1934;Baby Boomer;117500;Málaga;1013;30;1;308;0,5
CLI8001;M;No;32;Si;Funcionario;10-20años;Bajo;2;1992;Millennial;20291;Tarragona;1238;30;0;558;4
CLI8002;M;No;21;No;Funcionario;<10años;Bajo;3;2003;Millennial;21572;Orense;2685;30;0;412;3
CLI8003;M;No;23;No;Negocios/empresa;<10años;Bajo;5;2001;Millennial;17193;Soria;2754;30;0;346;0,5
CLI8004;F;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;58202;Barcelona;686;50;1;397;3
CLI8005;F;No;32;No;Construcción;10-20años;Bajo;4;1992;Millennial;18414;Cuenca;1951;30;0;514;4
CLI8006;M;No;33;No;Médico;10-20años;Bajo;3;1991;Millennial;19007;Gerona;1376;30;0;158;
CLI8007;M;Si;33;No;Ejecutivo;10-20años;Alto;4;1991;Millennial;19229;Toledo;202;30;0;399;3
CLI8008;F;Si;68;Si;Servicios;+20años;Medio;2;1956;Baby Boomer;82011;Alicante;1013;50;1;367;3
CLI8009;M;No;33;Si;Funcionario;10-20años;Bajo;1;1991;Millennial;26977;León;1928;30;0;404;3
CLI8010;M;No;24;No;Funcionario;<10años;Bajo;5;2000;Millennial;13983;Alicante;1443;30;0;459;3
CLI8011;M;Si;41;No;Ejecutivo;10-20años;Alto;6;1983;Millennial;117709;Almería;1353;30;1;321;0,5
CLI8012;F;Si;92;Si;Artista;+20años;Alto;2;1932;Baby Boomer;97585;Segovia;1111;50;1;247;
CLI8013;F;;54;No;Otros;+20años;Bajo;1;1970;Generación X;114078;Las Palmas;68085;120;0;177;
CLI8014;F;No;28;Si;Funcionario;<10años;Bajo;2;1996;Millennial;30784;Ciudad Real;2306;30;1;355;0,5
CLI8015;M;Si;57;Si;Artista;+20años;Bajo;3;1967;Generación X;90287;Sevilla;1033;80;0;550;4
CLI8016;F;Si;77;Si;Servicios;+20años;Alto;2;1947;Baby Boomer;69114;Murcia;1346;50;0;560;1
CLI8017;M;Si;41;Si;Otros;10-20años;Bajo;2;1983;Millennial;42655;Guipúzcoa;133;50;1;165;
CLI8018;M;No;46;Si;Médico;+20años;Bajo;1;1978;Generación X;101118;Huesca;1385;50;0;334;0,5
CLI8019;M;No;36;Si;Funcionario;10-20años;Bajo;1;1988;Millennial;21547;Salamanca;1123;30;0;517;4
CLI8020;M;Si;96;Si;Servicios;+20años;Bajo;1;1928;Baby Boomer;59758;Melilla;1619;50;1;233;
CLI8021;F;Si;34;No;Artista;10-20años;Medio;2;1990;Millennial;21317;Cáceres;1376;30;0;406;3
CLI8022;M;Si;42;No;Negocios/empresa;+20años;Alto;4;1982;Millennial;112156;Ceuta;1951;30;0;459;3
CLI8023;M;No;42;Si;Otros;+20años;Bajo;2;1982;Millennial;43417;Almería;1583;50;0;515;1
CLI8024;M;Si;62;Si;Artista;+20años;Alto;2;1962;Baby Boomer;74562;Cuenca;1717;50;0;531;1
CLI8025;F;Si;62;Si;Artista;+20años;Medio;5;1962;Baby Boomer;44165;Badajoz;1697;30;0;432;3
CLI8026;F;Si;56;Si;Artista;+20años;Bajo;1;1968;Generación X;22547;Palencia;1150;30;0;405;3
CLI8027;F;No;22;No;Médico;<10años;Bajo;2;2002;Millennial;13625;Castellón;1512;30;0;510;4
CLI8028;F;No;25;No;Negocios/empresa;<10años;Bajo;4;1999;Millennial;19081;Santa Cruz de Tenerife;1788;30;0;168;
CLI8029;M;Si;68;Si;Otros;+20años;Medio;2;1956;Baby Boomer;106032;Toledo;1443;50;0;493;3
CLI8030;M;Si;44;Si;Artista;+20años;Alto;1;1980;Generación X;54967;Guipúzcoa;1629;50;0;226;
CLI8031;F;No;31;No;Ingeniero/Técnicos;<10años;Bajo;3;1993;Millennial;21441;Ceuta;1307;30;1;222;
CLI8032;M;;50;Si;Artista;+20años;Bajo;1;1974;Generación X;48459;Cáceres;1443;50;0;115;
CLI8033;F;Si;47;Si;Otros;+20años;Medio;2;1977;Generación X;60001;La Coruña;1267;50;0;143;
CLI8034;M;Si;32;No;Ejecutivo;10-20años;Bajo;6;1992;Millennial;24906;Jaén;1261;30;1;106;
CLI8035;M;No;42;Si;Funcionario;+20años;Bajo;2;1982;Millennial;53852;Sevilla;1514;50;0;266;
CLI8036;F;Si;89;Si;Servicios;+20años;Alto;3;1935;Baby Boomer;77049;Toledo;1228;80;0;77;
CLI8037;M;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;30156;Barcelona;1698;30;0;155;
CLI8038;F;No;34;Si;Funcionario;10-20años;Bajo;5;1990;Millennial;23038;La Coruña;1537;30;1;196;
CLI8039;M;No;31;No;Funcionario;<10años;Bajo;5;1993;Millennial;21472;Almería;1882;30;1;354;0,5
CLI8040;M;Si;73;No;Servicios;+20años;Bajo;1;1951;Baby Boomer;116191;Granada;1580;120;1;360;0,5
CLI8041;M;Si;76;No;Ejecutivo;+20años;Medio;4;1948;Baby Boomer;61199;Baleares;1033;30;0;129;
CLI8042;F;No;28;No;Construcción;<10años;Bajo;1;1996;Millennial;22626;Badajoz;1719;30;0;193;
CLI8043;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;21268;La Coruña;2444;30;1;103;
CLI8044;F;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;35492;Lugo;1905;50;0;223;
CLI8045;M;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;115208;Las Palmas;202;50;0;327;0,5
CLI8046;F;;55;No;Ingeniero/Técnicos;+20años;Bajo;2;1969;Generación X;78487;Burgos;1326;120;0;410;3
CLI8047;F;Si;57;No;Médico;+20años;Medio;2;1967;Generación X;62346;Huesca;1150;30;1;291;
CLI8048;M;Si;65;Si;Otros;+20años;Medio;2;1959;Baby Boomer;74338;Madrid;876;50;0;350;0,5
CLI8049;M;Si;55;Si;Médico;+20años;Medio;2;1969;Generación X;122969;Guadalajara;6222;50;0;424;3
CLI8050;F;Si;35;No;Ingeniero/Técnicos;10-20años;Bajo;4;1989;Millennial;21719;Orense;1836;30;1;181;
CLI8051;F;Si;89;No;Servicios;+20años;Alto;2;1935;Baby Boomer;58183;Cáceres;8177;30;1;384;3
CLI8052;M;Si;57;Si;Artista;+20años;Medio;6;1967;Generación X;35543;Burgos;1697;30;0;30;
CLI8053;M;Si;43;No;Ejecutivo;+20años;Medio;4;1981;Millennial;26666;Tarragona;1422;30;1;338;0,5
CLI8054;F;No;41;Si;Artista;10-20años;Bajo;2;1983;Millennial;118464;Alicante;1537;50;0;357;0,5
CLI8055;M;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;21925;Murcia;1995;30;0;229;
CLI8056;M;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;68433;Castellón;7395;80;1;182;
CLI8057;M;No;20;No;Funcionario;<10años;Bajo;2;2004;Millennial;16290;Cuenca;165;30;0;45;
CLI8058;M;Si;69;Si;Construcción;+20años;Medio;3;1955;Baby Boomer;122245;Zamora;71995;80;0;119;
CLI8059;M;Si;94;No;Servicios;+20años;Bajo;1;1930;Baby Boomer;115616;Las Palmas;1482;120;0;233;
CLI8060;F;No;34;Si;Otros;10-20años;Bajo;3;1990;Millennial;31676;León;2066;30;0;450;3
CLI8061;M;No;43;Si;Funcionario;+20años;Bajo;2;1981;Millennial;49127;Granada;778;50;0;294;
CLI8062;F;Si;53;Si;Artista;+20años;Medio;6;1971;Generación X;117528;Melilla;1248;30;1;338;0,5
CLI8063;M;Si;72;No;Artista;+20años;Medio;2;1952;Baby Boomer;41801;Vizcaya;1697;30;0;376;3
CLI8064;M;Si;45;Si;Artista;+20años;Alto;5;1979;Generación X;124854;Álava;663;200;1;245;
CLI8065;M;No;24;No;Servicios;<10años;Bajo;7;2000;Millennial;16304;León;2513;30;0;222;
CLI8066;M;No;39;No;Ejecutivo;10-20años;Bajo;4;1985;Millennial;31705;Alicante;1169;30;0;58;
CLI8067;F;No;36;Si;Funcionario;10-20años;Bajo;1;1988;Millennial;20348;Jaén;1008;30;0;473;3
CLI8068;F;No;30;Si;Funcionario;<10años;Bajo;4;1994;Millennial;20880;Badajoz;2043;30;0;487;3
CLI8069;M;Si;41;Si;Ejecutivo;10-20años;Medio;3;1983;Millennial;107491;Cáceres;1537;30;0;217;
CLI8070;F;Si;40;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;67666;Ávila;1146;50;0;476;3
CLI8071;M;Si;41;Si;Funcionario;10-20años;Medio;4;1983;Millennial;118373;Burgos;179;30;0;209;
CLI8072;F;Si;76;No;Servicios;+20años;Bajo;1;1948;Baby Boomer;112234;Cáceres;896;120;0;181;
CLI8073;M;Si;65;No;Ejecutivo;+20años;Alto;2;1959;Baby Boomer;88665;León;1013;120;0;240;
CLI8074;F;No;21;No;Negocios/empresa;<10años;Bajo;4;2003;Millennial;15216;Barcelona;2892;30;0;561;4
CLI8075;M;Si;52;Si;Médico;+20años;Alto;5;1972;Generación X;76332;Almería;64175;30;1;340;0,5
CLI8076;M;Si;67;Si;Médico;+20años;Bajo;3;1957;Baby Boomer;120696;Santa Cruz de Tenerife;1424;80;0;104;
CLI8077;F;Si;52;Si;Artista;+20años;Medio;3;1972;Generación X;88624;León;56355;80;1;198;
CLI8078;M;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;23956;Guadalajara;7004;30;0;137;
CLI8079;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;23765;Castellón;9945;30;1;162;
CLI8080;M;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;17743;Ceuta;1892;30;0;218;
CLI8081;F;No;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;22850;Burgos;12015;30;1;129;
CLI8082;M;Si;55;Si;Artista;+20años;Medio;5;1969;Generación X;29455;Málaga;1267;30;0;551;4
CLI8083;M;No;30;No;Funcionario;<10años;Bajo;3;1994;Millennial;22249;Guipúzcoa;1744;30;0;247;
CLI8084;M;No;20;No;Médico;<10años;Bajo;3;2004;Millennial;22628;Alicante;2961;30;1;104;
CLI8085;F;Si;67;Si;Artista;+20años;Bajo;1;1957;Baby Boomer;35237;Almería;1033;50;0;200;
CLI8086;F;Si;22;Si;Servicios;<10años;Medio;3;2002;Millennial;16323;Castellón;1547;30;0;87;
CLI8087;M;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;56508;Almería;1541;50;0;232;
CLI8088;M;Si;61;Si;Artista;+20años;Bajo;1;1963;Baby Boomer;127820;Navarra;6613;50;1;169;
CLI8089;F;Si;97;Si;Servicios;+20años;Medio;4;1927;Baby Boomer;73374;Sevilla;896;80;1;351;0,5
CLI8090;M;Si;69;No;Ejecutivo;+20años;Alto;3;1955;Generación Silenciosa;43677;Soria;64175;30;1;360;0,5
CLI8091;M;Si;76;No;Servicios;+20años;Alto;1;1948;Baby Boomer;33253;Málaga;1326;30;0;395;3
CLI8092;M;No;46;Si;Artista;+20años;Bajo;4;1978;Generación X;29133;Almería;1072;30;0;465;3
CLI8093;M;Si;87;No;Ejecutivo;+20años;Alto;2;1937;Baby Boomer;70949;Jaén;1404;30;1;314;0,5
CLI8094;F;Si;39;Si;Funcionario;10-20años;Alto;3;1985;Millennial;29612;Cáceres;1606;30;0;56;
CLI8095;M;Si;30;No;Ejecutivo;<10años;Alto;4;1994;Millennial;29959;Gerona;1468;30;1;130;
CLI8096;M;Si;57;Si;Ingeniero/Técnicos;+20años;Bajo;2;1967;Generación X;46878;Baleares;1639;50;0;357;0,5
CLI8097;F;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;30384;La Coruña;686;30;0;189;
CLI8098;F;Si;87;No;Servicios;+20años;Alto;2;1937;Baby Boomer;112115;Toledo;1424;120;0;126;
CLI8099;M;Si;96;Si;Servicios;+20años;Alto;2;1928;Generación Silenciosa;42575;Salamanca;1717;50;0;73;
CLI8100;M;Si;98;No;Servicios;+20años;Bajo;2;1926;La Gran Generación;55514;Valencia;60265;30;0;76;
CLI8101;M;Si;69;Si;Artista;+20años;Medio;3;1955;Generación Silenciosa;92722;Guadalajara;1287;80;0;480;3
CLI8102;M;No;34;No;Artista;10-20años;Bajo;2;1990;Millennial;30907;Álava;709;30;1;206;
CLI8103;M;Si;79;Si;Artista;+20años;Medio;6;1945;Baby Boomer;118600;Toledo;79815;30;0;163;
